usuario,negocio,prediccion_recomendador
134417,3165,4.39863
134417,1298,4.15246
134417,725,4.0540047
134417,4673,3.853108
134417,5068,3.837204
134417,3732,3.6615076
134417,2109,3.5865448
134417,686,3.4028013
134417,3620,3.187401
134417,1542,2.9178777
134417,4143,2.730788
134417,2417,2.7271829
134417,61,2.6862955
134417,4031,2.6720185
134417,1840,2.6189623
134417,5241,2.6101632
134417,345,2.6075196
134417,4294,2.5856333
134417,5035,2.5379477
134417,41,2.4873514
134417,473,2.4274406
134417,5341,2.4153385
134417,1314,2.4098456
134417,5605,2.3552678
134417,522,2.3285136
134417,1302,2.2801843
134417,497,2.2279053
134417,1756,2.2265515
134417,2581,2.2059255
134417,1239,2.200146
134417,1820,2.1723492
134417,1195,2.1276937
134417,1819,2.1097813
134786,2463,50.326584
134786,4550,31.619608
134786,1870,31.049618
134786,1442,30.245636
134786,104,26.01877
134786,44,25.340809
134786,5450,23.924116
134786,3586,21.105688
134786,3136,18.05
134786,4143,17.15121
134786,5819,16.338024
134786,3647,14.784155
134786,1189,14.42083
134786,5697,14.16881
134786,5605,13.971883
134786,4184,13.748778
134786,1164,13.114077
134786,1820,12.0374775
134786,3523,9.946366
134786,5390,9.10801
134786,3455,8.67797
134786,1676,8.5766535
134786,250,8.41562
134786,4712,8.143606
134786,5833,7.8852453
134786,1404,7.12148
134786,5081,6.617825
134786,5292,6.57515
134786,3653,6.495804
134786,3732,6.0413322
134786,2933,5.679375
134786,1186,5.6315246
134786,1637,5.5016418
134786,3064,5.4761276
134786,1940,5.475625
134786,3165,5.4749007
134786,1302,5.401849
134786,1385,5.1696987
134786,2436,5.1514616
134786,5169,5.148123
134786,24,5.1373243
134786,5746,4.96419
134786,4235,4.8532715
134786,2344,4.676674
134786,2872,4.59743
134786,3119,4.58154
134786,3974,4.558827
134786,1775,4.5405235
134786,5521,4.494758
134786,5061,4.4245915
134797,45,17.888256
134797,2557,17.865892
134797,3209,13.536488
134797,3143,12.255336
134797,2781,11.26214
134797,2085,10.953618
134797,904,9.79881
134797,4088,8.594884
134797,5360,7.828198
134797,522,7.388236
134797,1442,6.6269107
134797,4241,5.3666368
134797,604,5.312004
134797,3732,5.0967064
134797,5111,4.956687
134797,2109,4.747858
134797,725,4.6879773
134797,5035,4.6691055
134797,4122,4.348468
134797,1195,4.287171
134797,4254,4.1529365
134797,566,4.1217985
134797,3228,4.049489
134797,5843,3.8984756
134797,4314,3.8348875
134797,4783,3.723146
134797,4194,3.6609228
134797,3398,3.3890724
134797,5241,3.3853097
134797,2463,3.370721
134797,2417,3.3032877
134797,2328,3.2826405
134797,4543,3.142823
134797,3916,3.1379209
134797,4073,3.0205164
134797,4143,3.0149722
134797,4387,2.9871843
134797,4464,2.9640539
134797,3335,2.9581022
134797,3503,2.933401
134797,1380,2.9283001
134797,1819,2.92405
134797,714,2.923675
134797,2133,2.91124
134797,32,2.907753
134797,5292,2.889371
134797,1593,2.843696
134797,4514,2.768076
134797,1729,2.729907
134797,558,2.7267137
134863,45,3.4363794
134863,1891,2.7217422
134863,5683,2.5899134
134863,683,2.4047725
134863,1214,2.3210354
134863,4057,2.206949
134863,2773,2.1356182
134863,4150,1.9721838
134863,1642,1.8568283
134863,5629,1.7655592
134863,129,1.6037067
134863,679,1.5240015
134863,5169,1.4679517
134863,2786,1.4601355
134863,3603,1.3926213
134863,5113,1.2749104
134863,5641,1.2749104
134863,799,1.2071433
134863,3143,1.1743613
134863,104,1.1743613
134863,357,1.1743613
134863,2613,1.1743613
134863,5201,1.1743613
134863,5071,1.1743613
134863,1940,1.037667
134863,1958,0.9657147
134863,3527,0.9657147
134863,1882,0.95618284
134863,891,0.95618284
134863,32,0.95618284
134863,235,0.95618284
134863,1881,0.93104553
134863,534,0.88943154
134863,3064,0.88077104
134863,4693,0.8114409
134863,2169,0.6491527
134863,4965,0.6491527
134863,4989,0.6491527
134863,5031,0.6491527
134863,5284,0.6374552
134863,1738,0.6374552
134863,5723,0.6374552
134863,2173,0.5819144
134863,1164,0.56343615
134863,3004,0.544331
134863,1489,0.544331
134863,4990,0.54073805
134863,93,0.5039526
134863,4201,0.49901477
134863,2988,0.4868645
134877,522,46.251575
134877,473,41.619965
134877,774,41.599354
134877,2344,37.977146
134877,104,31.89834
134877,3165,28.969894
134877,3136,24.9852
134877,45,24.22098
134877,4184,22.460445
134877,4359,21.030754
134877,3732,20.907808
134877,5176,17.687168
134877,25,17.432459
134877,2557,17.163836
134877,5605,14.906044
134877,1820,14.303167
134877,5292,14.188538
134877,5083,13.248995
134877,3398,12.490544
134877,4845,12.460031
134877,4634,12.346697
134877,880,12.10226
134877,144,11.921125
134877,250,11.902295
134877,1637,11.739319
134877,3999,10.8421135
134877,4567,10.451417
134877,4717,9.592787
134877,1164,9.544604
134877,4911,9.228675
134877,61,9.033476
134877,5833,8.609812
134877,5169,8.021403
134877,5521,8.020484
134877,4683,7.9633403
134877,4212,7.8947563
134877,1940,7.7072
134877,1302,7.2932844
134877,1783,7.1196423
134877,1186,6.9240737
134877,3143,6.807772
134877,3703,6.7825365
134877,5647,6.7136884
134877,596,6.693796
134877,5585,6.6575713
134877,3119,6.6102395
134877,1093,6.5910683
134877,934,6.588029
134877,4143,6.57774
134877,5061,6.40028
134996,1442,21.765268
134996,4184,13.934787
134996,774,13.4655285
134996,104,12.848175
134996,4235,11.882626
134996,1940,9.89596
134996,144,9.168176
134996,3974,8.351218
134996,3136,8.26694
134996,5169,8.170968
134996,5605,7.935442
134996,5260,7.77204
134996,1730,7.7097735
134996,1404,7.3262005
134996,1637,7.191671
134996,4567,6.7524524
134996,4771,6.747303
134996,3999,6.471272
134996,1164,5.8736115
134996,3119,5.637678
134996,4157,5.347335
134996,596,5.29902
134996,1819,5.0935574
134996,2933,5.0427685
134996,25,4.7358155
134996,4146,4.4094996
134996,5398,4.2634263
134996,2436,4.2531533
134996,3951,3.9820857
134996,45,3.7695723
134996,2613,3.4883544
134996,3822,3.464188
134996,4359,3.382541
134996,122,3.2267442
134996,5390,3.158668
134996,24,3.1333885
134996,4455,2.9175136
134996,4550,2.9131606
134996,2373,2.8940985
134996,3310,2.8479123
134996,5071,2.8059492
134996,4183,2.8049786
134996,3205,2.771179
134996,2138,2.7520275
134996,129,2.7396092
134996,1828,2.6795096
134996,5111,2.6340451
134996,1641,2.6137586
134996,3756,2.6120863
134996,5833,2.6075535
135043,4464,25.583626
135043,3732,23.59144
135043,604,22.996332
135043,1442,20.63311
135043,45,20.441353
135043,2307,19.932806
135043,5259,16.955172
135043,880,15.179239
135043,2101,13.349856
135043,1729,13.253449
135043,2044,12.736017
135043,4122,12.726676
135043,4012,11.494156
135043,4534,10.000929
135043,3228,9.7686205
135043,522,9.264591
135043,5168,8.758444
135043,2344,8.65971
135043,4088,8.365572
135043,692,8.21042
135043,5843,8.155735
135043,4143,7.9087067
135043,1710,7.7349215
135043,5496,7.2798214
135043,2452,7.0727396
135043,5753,6.726552
135043,2612,6.656337
135043,904,6.4448137
135043,5254,6.361848
135043,2294,6.1735826
135043,3503,5.9466634
135043,781,5.817946
135043,1411,5.5898128
135043,799,5.5577893
135043,1162,5.3541794
135043,3143,5.1437893
135043,2109,5.0748034
135043,3398,4.769228
135043,1643,4.7561913
135043,1783,4.686778
135043,3209,4.471651
135043,2463,4.4629893
135043,369,4.421445
135043,4073,4.3709283
135043,2085,4.299914
135043,5111,4.2025948
135043,2045,4.1753397
135043,3241,3.932424
135043,671,3.8662353
135043,25,3.5614314
135081,2557,20.148075
135081,604,6.2733846
135081,4464,6.2086883
135081,1178,6.159896
135081,3732,5.8546143
135081,880,5.7619705
135081,45,5.5884995
135081,522,5.288422
135081,4534,4.978945
135081,5843,4.650821
135081,5035,4.049296
135081,4122,3.9988213
135081,3503,3.6886954
135081,369,3.565667
135081,3398,3.543406
135081,2775,3.4725347
135081,1729,3.4173856
135081,2044,3.3977125
135081,4088,3.3402803
135081,2294,3.323843
135081,3643,3.11346
135081,2307,3.0787792
135081,2101,2.9314394
135081,3916,2.8895214
135081,138,2.7260084
135081,1637,2.689723
135081,1442,2.6783314
135081,3133,2.6351035
135081,456,2.5818753
135081,2133,2.5641928
135081,1710,2.5269718
135081,5753,2.4611993
135081,2109,2.4275677
135081,1436,2.4216752
135081,2178,2.292067
135081,1713,2.2322674
135081,4911,2.2122734
135081,5148,2.1466155
135081,1380,2.118329
135081,1671,2.1126382
135081,725,2.0813365
135081,24,2.0809221
135081,4073,2.076138
135081,714,2.051509
135081,4031,2.0507765
135081,4143,2.004889
135081,2078,1.9640992
135081,2824,1.9240513
135081,5721,1.8952451
135081,1152,1.8564034
135124,45,53.859676
135124,1442,43.12326
135124,522,41.123825
135124,5168,40.92488
135124,1631,35.048286
135124,2463,29.859291
135124,5585,28.226486
135124,2775,27.635782
135124,44,25.510895
135124,3523,25.369038
135124,2557,24.692509
135124,880,24.156265
135124,4550,18.91516
135124,774,16.877764
135124,1870,16.482008
135124,858,15.718855
135124,1411,14.763421
135124,789,14.740632
135124,2344,14.618111
135124,2403,14.232737
135124,2359,14.12654
135124,1917,13.658017
135124,5037,13.426357
135124,5484,13.358338
135124,5278,13.190241
135124,3417,13.137101
135124,1133,11.698009
135124,2013,11.316029
135124,1152,11.265409
135124,1066,11.180275
135124,5450,10.630051
135124,5658,10.568158
135124,3143,10.554186
135124,1843,10.169291
135124,3133,10.114833
135124,900,10.038921
135124,1093,9.840011
135124,5454,9.700518
135124,3165,9.494944
135124,5055,9.46172
135124,5697,8.935349
135124,1462,8.756374
135124,5768,8.569489
135124,4671,8.522588
135124,2132,8.365553
135124,25,8.114883
135124,3209,8.022167
135124,2662,7.9133606
135124,490,7.8314257
135124,3945,7.8105206
135178,907,16.202024
135178,1442,14.119826
135178,2557,11.94353
135178,880,11.307087
135178,3732,11.084115
135178,3178,10.927773
135178,3737,10.906998
135178,457,10.762985
135178,757,10.618509
135178,1693,8.941696
135178,1733,8.697741
135178,4097,8.648085
135178,2963,8.203622
135178,393,8.181037
135178,1306,7.850452
135178,4830,7.810578
135178,4990,7.3647656
135178,4514,7.3329544
135178,2480,7.2584724
135178,104,7.2199764
135178,1312,7.1881003
135178,4825,7.1498666
135178,4429,7.139699
135178,5062,6.916302
135178,4543,6.8574204
135178,678,6.730178
135178,4364,6.5451746
135178,4232,6.462283
135178,1450,6.1626887
135178,1860,5.883195
135178,163,5.8007283
135178,522,5.6391835
135178,2187,5.6346602
135178,1108,5.5024185
135178,4198,5.3273573
135178,5643,5.2666116
135178,2089,5.1945457
135178,3165,5.0363517
135178,748,4.9889727
135178,4088,4.9691434
135178,361,4.9496717
135178,5267,4.924688
135178,3661,4.749012
135178,1054,4.732114
135178,5683,4.6391053
135178,3113,4.5700426
135178,1890,4.537504
135178,1093,4.527836
135178,569,4.4971294
135178,4183,4.4746723
135336,4118,4.0941324
135336,3474,3.1995802
135336,45,3.0025833
135336,3840,2.944276
135336,4088,2.878252
135336,837,2.7633586
135336,1637,2.3720014
135336,3662,2.2914462
135336,975,2.1044846
135336,1506,2.0714602
135336,2138,1.8471901
135336,4717,1.7817416
135336,2463,1.7167623
135336,774,1.6861007
135336,812,1.6688778
135336,1876,1.6615055
135336,4359,1.6029278
135336,122,1.5967737
135336,3572,1.5586994
135336,4364,1.5225649
135336,4543,1.4838817
135336,4944,1.393711
135336,4326,1.3904209
135336,4783,1.3631964
135336,324,1.3498217
135336,5450,1.3476169
135336,1178,1.3377655
135336,2972,1.3339125
135336,904,1.3274856
135336,345,1.3274856
135336,3398,1.3135202
135336,2942,1.2838221
135336,1870,1.2469594
135336,1436,1.2463801
135336,1676,1.2131541
135336,5186,1.1953998
135336,522,1.1934352
135336,5697,1.1572752
135336,431,1.1572752
135336,579,1.1572752
135336,5444,1.1572752
135336,4997,1.1572752
135336,799,1.0871572
135336,3756,1.0690451
135336,4463,1.0547172
135336,2832,1.0392637
135336,880,1.0223973
135336,2612,0.98102295
135336,4073,0.98102295
135336,4366,0.97230923
135566,522,35.30623
135566,24,30.408247
135566,3732,24.354097
135566,473,22.534
135566,5176,16.983328
135566,5083,11.692761
135566,1442,11.541449
135566,3398,11.304257
135566,4634,9.410497
135566,774,9.17631
135566,3101,8.544816
135566,45,8.453526
135566,2557,8.047939
135566,5168,7.9628134
135566,3764,7.577427
135566,1631,7.1254582
135566,104,7.018465
135566,4184,6.9989305
135566,5292,6.7227182
135566,4088,6.6689186
135566,1260,6.3146586
135566,904,6.2449484
135566,1152,6.154338
135566,4073,5.7672777
135566,789,5.5268393
135566,4143,5.4429274
135566,798,5.264429
135566,4359,5.250969
135566,214,4.8753695
135566,2013,4.62939
135566,5605,4.5364556
135566,3136,4.4096
135566,880,4.345051
135566,1843,4.0946608
135566,4845,3.8793893
135566,3504,3.8589306
135566,1637,3.685442
135566,2617,3.5861497
135566,714,3.4556513
135566,2942,3.4334757
135566,25,3.3826993
135566,3119,3.3157687
135566,1411,3.292613
135566,4543,3.2861805
135566,934,3.262982
135566,2078,3.195142
135566,3474,3.1893544
135566,1729,3.1789312
135566,2109,3.0818655
135566,1775,3.049492
135570,2463,72.32361
135570,1870,38.539764
135570,4550,35.12614
135570,3523,32.10908
135570,5450,30.118633
135570,5037,27.018402
135570,1442,23.354591
135570,3586,20.152607
135570,5697,18.926826
135570,5819,14.736243
135570,1189,14.247406
135570,2245,12.745177
135570,774,12.25858
135570,3647,12.105437
135570,104,11.651286
135570,4184,10.385176
135570,3455,9.381128
135570,4717,9.345932
135570,3622,9.23496
135570,490,8.961275
135570,3136,8.934284
135570,2884,8.863678
135570,2010,8.260456
135570,1940,8.127862
135570,45,8.057204
135570,5835,8.023248
135570,1410,7.514088
135570,3119,7.477571
135570,144,7.092167
135570,3967,7.0625343
135570,522,6.7930264
135570,5471,6.676259
135570,1819,6.5651436
135570,25,6.2215424
135570,5260,5.8128695
135570,24,5.5298367
135570,2344,5.430339
135570,2770,5.172838
135570,3607,5.134654
135570,3209,5.0987563
135570,614,4.9647713
135570,4683,4.929516
135570,531,4.8035755
135570,3939,4.7498536
135570,683,4.7418647
135570,3732,4.577446
135570,3637,4.509168
135570,5851,4.3448625
135570,5390,4.3115
135570,880,4.284675
135574,3732,18.075642
135574,3737,16.043667
135574,4514,14.823233
135574,907,14.35216
135574,2557,13.910264
135574,1442,13.326357
135574,880,13.158036
135574,757,13.015445
135574,678,12.89968
135574,393,12.746976
135574,1783,12.53611
135574,4097,10.144872
135574,1450,9.95823
135574,4364,9.714711
135574,1312,9.523085
135574,1733,9.494238
135574,522,9.461204
135574,4990,9.454446
135574,5062,9.28909
135574,4543,8.930089
135574,104,8.370463
135574,1306,8.163483
135574,4429,7.898611
135574,1860,7.7872863
135574,4825,7.4647503
135574,1054,7.329128
135574,5267,7.1113396
135574,2480,7.0532904
135574,262,6.99049
135574,4830,6.8776126
135574,2187,6.8737755
135574,361,6.703171
135574,4232,6.684931
135574,2992,6.6622715
135574,1693,6.5669785
135574,2513,6.5648317
135574,447,6.435232
135574,4909,6.4268627
135574,3247,6.37897
135574,5683,5.9239435
135574,2089,5.897402
135574,4143,5.679085
135574,1890,5.6360784
135574,3661,5.625758
135574,5113,5.54484
135574,1331,5.5249767
135574,2963,5.175022
135574,748,5.116708
135574,3113,5.0495234
135574,1487,5.024354
135748,2344,32.783253
135748,24,24.535591
135748,473,24.080004
135748,1442,21.487465
135748,104,16.89133
135748,774,16.523537
135748,1820,16.220087
135748,4359,15.704979
135748,3165,11.601549
135748,3136,10.487524
135748,4184,9.599402
135748,3732,9.165499
135748,1260,8.325378
135748,3764,7.673338
135748,25,7.2718945
135748,1164,7.0214906
135748,3398,6.599129
135748,4911,6.530042
135748,4845,6.498832
135748,798,6.3852468
135748,934,6.1008873
135748,4712,5.880396
135748,4567,5.8539476
135748,3101,5.7287292
135748,4073,5.6958137
135748,880,5.69495
135748,3806,5.690987
135748,1637,5.582451
135748,4634,5.503621
135748,2933,5.4067297
135748,2424,5.340204
135748,596,5.3300486
135748,2083,5.3078303
135748,61,5.274465
135748,235,5.0924597
135748,250,4.960873
135748,4088,4.923699
135748,1914,4.909758
135748,3974,4.720644
135748,5081,4.680725
135748,45,4.670596
135748,5745,4.591996
135748,2617,4.5716615
135748,4829,4.4153404
135748,5833,4.39009
135748,1385,4.3176084
135748,3700,4.307819
135748,214,4.3068843
135748,4220,4.232391
135748,3330,4.2250423
135749,3143,30.764647
135749,904,24.249031
135749,5111,15.705519
135749,880,13.261058
135749,473,11.085344
135749,2109,10.940539
135749,2344,9.39175
135749,9,9.285472
135749,24,9.116481
135749,2085,7.754899
135749,522,7.177438
135749,5360,6.625428
135749,3398,6.4284716
135749,4031,5.209834
135749,2417,5.145765
135749,2781,5.1046233
135749,45,5.0941944
135749,686,4.6667776
135749,2557,4.458943
135749,5259,4.411313
135749,4464,3.9140027
135749,3705,3.9010022
135749,4543,3.8443139
135749,4845,3.7027714
135749,5654,3.6994765
135749,3732,3.6167688
135749,1940,3.3860364
135749,1260,3.3623362
135749,725,3.3310037
135749,2773,3.3260646
135749,250,3.2382495
135749,5176,3.1885352
135749,4673,3.1482518
135749,4359,3.003141
135749,5201,2.9596603
135749,798,2.9356737
135749,3764,2.9009235
135749,4073,2.8866374
135749,1442,2.7841558
135749,4355,2.7757373
135749,5641,2.7198493
135749,189,2.6750987
135749,1756,2.6087615
135749,1093,2.5688713
135749,5035,2.52574
135749,1164,2.5183904
135749,5747,2.4828658
135749,25,2.4354467
135749,5855,2.3995144
135749,345,2.377719
135801,104,7.860323
135801,774,4.897196
135801,5855,4.5777483
135801,1164,4.295008
135801,3136,4.0673056
135801,4717,4.016652
135801,250,3.893906
135801,4184,3.5066533
135801,339,3.477919
135801,3165,3.4391701
135801,1442,3.3136067
135801,4212,3.0958018
135801,3732,2.9624038
135801,2933,2.9152722
135801,3653,2.8228827
135801,5605,2.8000984
135801,1600,2.763624
135801,3842,2.7524092
135801,1356,2.6827335
135801,5215,2.5255103
135801,25,2.51026
135801,4567,2.5072784
135801,5758,2.4916613
135801,1462,2.4916613
135801,5585,2.4744635
135801,2138,2.392717
135801,2257,2.1961613
135801,2821,2.1533074
135801,4073,2.0994556
135801,5085,1.993329
135801,2344,1.9906723
135801,1820,1.9646106
135801,2618,1.9524089
135801,4683,1.8122061
135801,5783,1.7887816
135801,1940,1.7576075
135801,2661,1.7196741
135801,24,1.6802366
135801,4183,1.5574417
135801,3247,1.4782712
135801,4771,1.4532431
135801,5260,1.4151659
135801,880,1.4150882
135801,5423,1.4126449
135801,4632,1.3859568
135801,5459,1.3644847
135801,2610,1.3644847
135801,3208,1.3409705
135801,1775,1.3373442
135801,4493,1.3206172
135813,1442,76.16843
135813,5168,54.246338
135813,880,44.592384
135813,1631,44.54625
135813,2344,41.607613
135813,2775,36.7741
135813,2557,35.76179
135813,3209,26.385984
135813,858,23.618195
135813,24,23.61322
135813,774,22.661587
135813,473,20.453827
135813,1411,17.86293
135813,3398,17.399597
135813,1917,17.188402
135813,3417,17.182749
135813,5484,17.139992
135813,2359,16.701721
135813,3165,16.61899
135813,2403,16.181301
135813,789,15.957758
135813,1133,15.025132
135813,5278,15.007115
135813,2013,14.4733095
135813,1093,14.267147
135813,900,14.206524
135813,1152,13.957072
135813,1066,13.82603
135813,5055,13.785477
135813,5658,13.717675
135813,3133,13.055258
135813,4543,12.997113
135813,5454,12.9805155
135813,104,12.910802
135813,1843,12.635391
135813,748,12.034988
135813,5215,11.569022
135813,2424,11.5466175
135813,5768,11.470421
135813,2662,11.32197
135813,566,11.30303
135813,4184,11.272875
135813,4143,11.113907
135813,1462,11.062305
135813,1598,10.816404
135813,4088,10.806048
135813,3143,10.703898
135813,4364,10.534837
135813,1178,10.37421
135813,2426,10.365589
135966,1442,20.652773
135966,24,14.382462
135966,473,13.871831
135966,1164,12.259182
135966,4184,10.719284
135966,5168,10.457815
135966,522,10.27891
135966,104,10.223951
135966,5605,9.902431
135966,5176,9.681989
135966,5083,8.990214
135966,1676,7.618055
135966,3136,7.284111
135966,3119,6.889747
135966,45,6.541559
135966,3398,6.534915
135966,2344,6.41435
135966,4717,6.299129
135966,2775,6.2917094
135966,1940,5.9560122
135966,25,5.7891893
135966,1820,5.7546983
135966,5833,5.3315
135966,4712,5.2525706
135966,1631,5.05109
135966,5746,5.042679
135966,2933,4.837708
135966,250,4.699383
135966,5278,4.675768
135966,904,4.6657486
135966,880,4.664591
135966,4212,4.530431
135966,1152,4.4872913
135966,683,4.405081
135966,5292,4.2630286
135966,1637,4.235802
135966,3064,4.1779556
135966,1133,4.132107
135966,1819,4.0910625
135966,2942,3.9919949
135966,4183,3.9774215
135966,4235,3.968741
135966,122,3.913891
135966,3700,3.8596365
135966,1914,3.691588
135966,5081,3.649819
135966,3143,3.5364838
135966,789,3.4625025
135966,5647,3.4402907
135966,3653,3.355503
135985,774,49.75217
135985,3136,36.681576
135985,25,30.19869
135985,5605,29.82462
135985,522,27.589264
135985,4184,26.05334
135985,45,26.049765
135985,3732,24.739773
135985,1820,20.514208
135985,3119,19.988026
135985,880,18.060677
135985,144,16.079773
135985,4717,15.928577
135985,2557,15.867132
135985,1637,14.517842
135985,5833,14.170103
135985,5292,13.645356
135985,61,13.265435
135985,250,13.209224
135985,1819,12.565053
135985,4567,11.810648
135985,3999,11.598196
135985,3974,11.496802
135985,4183,11.1537285
135985,5061,11.072655
135985,1940,10.897305
135985,5390,10.762972
135985,1186,10.556921
135985,4683,10.401727
135985,1302,10.314782
135985,5521,10.206457
135985,5260,10.178163
135985,3637,10.101482
135985,1404,10.071184
135985,596,9.983309
135985,24,9.898472
135985,5855,9.351993
135985,3143,9.333948
135985,2373,9.170945
135985,5081,9.123717
135985,2933,9.056607
135985,5746,8.895795
135985,1385,8.72702
135985,4911,8.427168
135985,2257,8.291719
135985,473,8.288597
135985,4455,8.10648
135985,3951,8.084848
135985,2138,7.7726607
135985,2325,7.7380314
136031,45,11.593456
136031,522,10.399339
136031,3840,10.026429
136031,3209,7.1033306
136031,24,7.085511
136031,4088,6.8091016
136031,907,6.6157255
136031,4073,5.9455724
136031,1442,5.1564746
136031,1312,4.6619735
136031,880,4.5764995
136031,3736,4.298987
136031,2085,4.2207627
136031,3247,4.1455235
136031,1890,4.0781975
136031,3732,3.9610605
136031,5168,3.6415727
136031,904,3.6400478
136031,3777,3.5328555
136031,5062,3.5272608
136031,1306,3.508447
136031,3661,3.4349027
136031,1733,3.4313138
136031,5031,3.3232923
136031,1054,3.253408
136031,2109,3.1570244
136031,3165,3.1250734
136031,44,3.0671668
136031,4911,3.0645838
136031,1093,3.058207
136031,1332,3.0575013
136031,2610,3.0512657
136031,2006,3.014402
136031,2942,2.9489546
136031,3398,2.9084387
136031,4610,2.8958807
136031,569,2.894517
136031,2557,2.762474
136031,1487,2.7436671
136031,5833,2.7211
136031,1683,2.638043
136031,473,2.5764203
136031,1775,2.5584807
136031,1056,2.5192482
136031,2071,2.4704275
136031,4825,2.4366422
136031,5106,2.43331
136031,678,2.4045608
136031,511,2.3493485
136031,2541,2.3493485
136085,2463,136.83464
136085,4550,93.57932
136085,5037,70.411156
136085,4143,54.591797
136085,5450,53.288536
136085,3647,38.98201
136085,3523,36.57573
136085,5819,30.904423
136085,1189,30.24757
136085,5697,26.851925
136085,2245,21.380957
136085,3455,17.483404
136085,2884,16.921463
136085,2010,15.75795
136085,3967,13.418463
136085,465,11.906101
136085,1410,11.097719
136085,5835,10.934689
136085,3622,10.079195
136085,490,9.241993
136085,3939,8.412167
136085,45,7.84279
136085,614,7.759751
136085,764,7.190615
136085,5471,6.675763
136085,1442,6.6205626
136085,522,6.406207
136085,2770,6.2297764
136085,2636,6.2126493
136085,4216,5.7754545
136085,3165,5.6820703
136085,1767,5.1047792
136085,5833,5.0212593
136085,3607,4.7399335
136085,5851,4.739514
136085,8,4.485263
136085,628,4.475646
136085,3209,4.387594
136085,5444,4.366082
136085,2838,4.0728846
136085,1103,4.058172
136085,4184,3.996433
136085,4359,3.9846344
136085,3598,3.9551795
136085,5115,3.821843
136085,2344,3.7671957
136085,3052,3.727027
136085,4847,3.6619496
136085,104,3.649313
136085,531,3.3992424
136160,1442,31.544119
136160,2085,24.309282
136160,3143,22.748356
136160,904,21.479305
136160,2781,20.630411
136160,5360,17.213493
136160,45,14.144855
136160,3136,13.616986
136160,522,12.880292
136160,104,12.797628
136160,5111,12.076402
136160,4212,11.961364
136160,774,11.787678
136160,4088,11.78073
136160,3620,11.041362
136160,5605,10.4620285
136160,4184,10.427656
136160,4749,10.14792
136160,4717,9.7324095
136160,5833,9.085619
136160,566,8.470122
136160,2557,8.013837
136160,3119,7.761905
136160,1164,7.6229734
136160,25,7.5291853
136160,683,7.4229426
136160,5571,6.9321427
136160,3705,6.8104415
136160,24,6.7771797
136160,5292,6.6876736
136160,686,6.6355915
136160,4314,6.62359
136160,1819,6.5937176
136160,5241,6.5465336
136160,1195,6.3540745
136160,2109,6.299267
136160,2463,5.966113
136160,3732,5.9430475
136160,4783,5.9291897
136160,2373,5.818625
136160,2417,5.7470837
136160,1637,5.6728883
136160,4254,5.6520934
136160,1404,5.6276445
136160,4194,5.51089
136160,2933,5.372667
136160,4427,5.162073
136160,725,5.1068764
136160,2257,4.88324
136160,596,4.863902
136321,104,6.2526703
136321,45,5.6899204
136321,4717,5.5795975
136321,3136,5.276585
136321,1442,5.1087503
136321,1164,3.9328136
136321,25,3.3583126
136321,4184,2.9739003
136321,4183,2.9631143
136321,774,2.961968
136321,5169,2.845984
136321,5855,2.8164463
136321,4567,2.6068137
136321,4212,2.551305
136321,228,2.4551103
136321,5605,2.3249211
136321,4514,2.2249854
136321,5113,2.2246025
136321,2257,2.2002647
136321,5260,2.198492
136321,1054,2.168049
136321,522,2.1477106
136321,5062,2.1356163
136321,4712,2.1171246
136321,250,2.109453
136321,3247,2.1091805
136321,2933,2.033785
136321,1404,2.0261655
136321,3178,1.989693
136321,3732,1.9815936
136321,907,1.8901151
136321,1775,1.8818103
136321,339,1.8304027
136321,1178,1.7949698
136321,2610,1.790984
136321,3209,1.6868582
136321,3967,1.6612835
136321,5336,1.6590815
136321,3637,1.6572933
136321,5625,1.615518
136321,1730,1.5617976
136321,4795,1.5550456
136321,4157,1.5452418
136321,2926,1.5262392
136321,2138,1.5148033
136321,1487,1.4876477
136321,2557,1.4768755
136321,393,1.4616305
136321,1608,1.4482754
136321,3398,1.4470237
136522,3523,7.2764215
136522,5585,6.874908
136522,44,6.0821753
136522,4143,4.358899
136522,5450,2.930969
136522,1870,2.8614707
136522,2463,2.838271
136522,3586,2.428944
136522,5037,1.7313792
136522,3622,1.3793104
136522,2424,1.3789934
136522,5423,1.3764656
136522,3607,1.2294605
136522,4550,1.2260537
136522,214,1.1031947
136522,4503,1.0925355
136522,980,0.9753197
136522,5115,0.8348142
136522,4592,0.8284169
136522,4088,0.7737306
136522,5444,0.76999843
136522,3455,0.7658749
136522,2574,0.758098
136522,4269,0.7314898
136522,1314,0.7182604
136522,596,0.7182604
136522,2942,0.7182604
136522,5169,0.7182604
136522,2101,0.6640452
136522,1442,0.6640452
136522,5752,0.6640452
136522,3228,0.6640452
136522,4398,0.6640452
136522,5110,0.6640452
136522,2294,0.6640452
136522,1162,0.6640452
136522,4023,0.6640452
136522,4167,0.6640452
136522,3266,0.6640452
136522,4464,0.6640452
136522,5697,0.63203526
136522,725,0.61898446
136522,5665,0.5835842
136522,3736,0.56099546
136522,1103,0.56099546
136522,4436,0.56099546
136522,4184,0.54057217
136522,3732,0.5312362
136522,2290,0.46423835
136522,3209,0.46423835
136538,522,33.639854
136538,24,24.147663
136538,473,23.519892
136538,5176,13.951067
136538,5083,9.723649
136538,3398,9.698222
136538,1260,8.129712
136538,4634,7.5629334
136538,1442,7.377903
